row_id,name,offers,description,sku,brand,category,page_url,productid,releasedate
119176,Made in the 80s!,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Nov. 3, 2023', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",made-in-the-80s-mens-t-shirt-regular-light_pink,"{'name': ""HIDENbehindAroc's Shop""}",T-Shirt,https://hidenbehindaroc.threadless.com/designs/made-in-the-80s/mens/t-shirt/regular?color=light_pink,,
97493,Tropical Pineapple Design,"{'pricevaliduntil': 'Nov. 2, 2023', 'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",tropical-pineapple-design-mens-t-shirt-regular-white,{'name': 'Becca Douglas Art'},T-Shirt,https://eyescreampaint.threadless.com/designs/tropical-pineapple-design/mens,,
89217,Representation Matters,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'price': '13', 'itemcondition': 'http://schema.org/NewCondition', 'pricevaliduntil': 'Oct. 25, 2023'}","The fitted t-shirt is an everyday staple. Features 100% preshrunk 32-single, 4.3 oz. Combed & Ring-spun cotton (Heathers contain some polyester).",representation-matters-womens-t-shirt-fitted-white,"{'name': ""ADollLikeMe's Artist Shop""}",T-Shirt,https://adolllikeme.threadless.com/designs/representation-matters/womens/t-shirt/fitted,,
46616,BUNNYWITH DUAL-SIDED SHIRT,"{'price': '48', 'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Nov. 3, 2023', 'itemcondition': 'http://schema.org/NewCondition'}",Our premium tee provides a structured fit in an elevated garment with a handful of subtle but noticeable flourishes. The heavier combed cotton results in a mid-weight fabric with a buttery smooth touch.,bunnywith-dual-sided-shirt-mens-t-shirt-premium-white,"{'name': ""Alex Pardee's BRIGHTMARES""}",T-Shirt,https://alexpardee.threadless.com/designs/bunnywith-dual-sided-shirt/mens/t-shirt/premium,,
283705,"Geometric Design Series 1, Poster 4","{'pricevaliduntil': 'Nov. 2, 2023', 'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",geometric-design-series-1-poster-4-mens-t-shirt-regular-black,{'name': 'Madeleine Hettich Design & Illustration'},T-Shirt,https://madeleinehettich.threadless.com/designs/geometric-design-series-1-poster-4/mens/t-shirt/regular?color=black&size=2x-large,,
74617,Foxy & Fabulous,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'price': '35.95', 'pricevaliduntil': 'Nov. 3, 2023', 'itemcondition': 'http://schema.org/NewCondition'}","Ridiculously soft, lightweight tee with a regular fit. Colors are 100% combed cotton (Heather 85% Cotton / 15% Viscose). Scoop neckline flatters the collarbone area and neck. Preshrunk to minimize shrinkage. Available in sizes XS–XL.",foxy-fabulous-womens-t-shirt-premium-black,"{'name': ""anishacreations's Artist Shop""}",T-Shirt,https://anishacreations.threadless.com/designs/foxy-fabulous/womens/t-shirt/premium?color=black&size=medium,,
122622,Dj Raw Tune,"{'pricecurrency': 'USD', 'pricevaliduntil': 'Oct. 29, 2023', 'availability': 'http://schema.org/InStock', 'itemcondition': 'http://schema.org/NewCondition', 'price': '27.65'}","The fitted t-shirt is an everyday staple. Features 100% preshrunk 32-single, 4.3 oz. Combed & Ring-spun cotton (Heathers contain some polyester).",dj-raw-tune-logo-2-womens-t-shirt-fitted-denim,{'name': 'Dj Raw Tune Shop'},T-Shirt,https://djrawtune.threadless.com/designs/dj-raw-tune-logo-2/womens/t-shirt/fitted?color=denim,,
46197,Revise,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Oct. 24, 2023', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition'}","A no-frills, standard tee for t-shirt originalists. The unisex fit is classic and boxy, like t-shirts were meant to be. Think of this as the well-loved tee you'd find at a resale shop from the era of iconic 90's tees.",revise-mens-t-shirt-classic-black,{'name': 'MOCA'},T-Shirt,https://mocashop.threadless.com/designs/revise/mens/t-shirt/classic?color=black&size=5x-large,,
292373,Besom Buddies - Possum Party,"{'pricecurrency': 'USD', 'pricevaliduntil': 'Oct. 29, 2023', 'availability': 'http://schema.org/InStock', 'price': '13', 'itemcondition': 'http://schema.org/NewCondition'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",besom-buddies-possum-party-mens-t-shirt-regular-black,{'name': 'Owlkeyme Arts - Laura Tempest Zakroff'},T-Shirt,https://owlkeyme.threadless.com/designs/besom-buddies-possum-party/mens,,
209720,Anxious But Enthusiastic | Dark Crest Shirt,"{'pricecurrency': 'USD', 'pricevaliduntil': 'Oct. 29, 2023', 'availability': 'http://schema.org/InStock', 'itemcondition': 'http://schema.org/NewCondition', 'price': '22'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",anxious-but-enthusiastic-dark-crest-shirt-mens-t-shirt-regular-orange_poppy,{'name': 'Sober Rabbit'},T-Shirt,https://soberrabbit.threadless.com/designs/anxious-but-enthusiastic-dark-crest-shirt/clothing-for-all-genders/t-shirt/regular?variation=crest&color=orange_poppy,,
300263,If you liked 1984 you'll love 2020 (Blue),"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Oct. 28, 2023', 'itemcondition': 'http://schema.org/NewCondition', 'price': '29'}","Arguably the softest, most delightfully magical combination of fabrics ever made into a t-shirt. This smooth silky t-shirt drapes the best, has the greatest stretch and recovery; and offers a classic fit providing a clean, confident appearance.",if-you-liked-1984-youll-love-2020-blue-mens-t-shirt-triblend-heather_onyx,{'name': 'James DeWeaver Artist'},T-Shirt,https://jamesdeweaver.threadless.com/designs/if-you-liked-1984-youll-love-2020-blue/mens/t-shirt/triblend,,
271036,No Place for the Meek,"{'pricevaliduntil': 'Oct. 23, 2023', 'price': '24.95', 'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'itemcondition': 'http://schema.org/NewCondition'}","The softest, coziest, most comfortable tee in your closet. This high-quality Bella + Canvas t-shirt puts a refined twist on a well-loved style giving you an updated unisex essential that fits like a well-loved favorite.",no-place-for-the-meek-mens-t-shirt-extra-soft-olive,"{'name': ""Vet Design's Shop""}",T-Shirt,https://vetdesign.threadless.com/designs/no-place-for-the-meek/mens/t-shirt/extra-soft?color=olive&size=large,,
71715,Shrimps,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'price': '38.95', 'pricevaliduntil': 'Oct. 26, 2023', 'itemcondition': 'http://schema.org/NewCondition'}","This lightweight, high-quality performance t-shirt features moisture-wicking fabric treated with an anti-microbial finish to help fight odors. The 100% microfiber polyester is rated for 50+ Ultraviolet Protection Factor (UPF). Unisex sizing.",shrimps-womens-t-shirt-performance-unisex-oxford,"{'name': ""DesertWhale's Artist Shop""}",T-Shirt,https://desertwhale.threadless.com/designs/shrimps/womens/t-shirt/performance-unisex,,
74150,Sister Epilepsy Awareness Month Seizure October November 17th Cancer Survivor Purple Ribbon Cancer,"{'pricecurrency': 'USD', 'pricevaliduntil': 'Oct. 29, 2023', 'availability': 'http://schema.org/InStock', 'price': '39', 'itemcondition': 'http://schema.org/NewCondition'}",Our premium tee provides a structured fit in an elevated garment with a handful of subtle but noticeable flourishes. The heavier combed cotton results in a mid-weight fabric with a buttery smooth touch.,sister-epilepsy-awareness-month-seizure-october-november-17th-cancer-survivor-purple-ribbon-cancer-m,{'name': 'EpsilonEridani'},T-Shirt,https://epsiloneridani.threadless.com/designs/sister-epilepsy-awareness-month-seizure-october-november-17th-cancer-survivor-purple-ribbon-cancer/mens/t-shirt/premium?variation=front&color=black&size=3x-large,,
83747,Simple Paper Boat,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'price': '33.95', 'pricevaliduntil': 'Nov. 1, 2023', 'itemcondition': 'http://schema.org/NewCondition'}","Arguably the softest, most delightfully magical combination of fabrics ever made into a t-shirt. This smooth silky t-shirt drapes the best, has the greatest stretch and recovery; and offers a classic fit providing a clean, confident appearance.",simple-paper-boat-mens-t-shirt-triblend-blue_triblend,"{'name': ""Dror Miler's Artist Shop""}",T-Shirt,https://drormiler.threadless.com/designs/simple-paper-boat/mens/t-shirt/triblend?color=blue_triblend,,
290614,"Flatulent Cupid - If you know, you know","{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'price': '35.95', 'pricevaliduntil': 'Oct. 26, 2023', 'itemcondition': 'http://schema.org/NewCondition'}",Our premium tee provides a structured fit in an elevated garment with a handful of subtle but noticeable flourishes. The heavier combed cotton results in a mid-weight fabric with a buttery smooth touch.,flatulent-cupid-if-you-know-you-know-mens-t-shirt-premium-gold,"{'name': ""FlatulentCupid's Art Shop""}",T-Shirt,https://flatulentcupid.threadless.com/designs/flatulent-cupid-if-you-know-you-know/mens/t-shirt/premium?variation=front&color=gold,,
189268,SOCKS AND PIZZA LOGO RED,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Oct. 26, 2023', 'itemcondition': 'http://schema.org/NewCondition', 'price': '29'}","The fitted t-shirt is an everyday staple. Features 100% preshrunk 32-single, 4.3 oz. Combed & Ring-spun cotton (Heathers contain some polyester).",socks-and-pizza-logo-red-womens-t-shirt-fitted-heavy_metal,{'name': 'SOCKS AND PIZZA MAG'},T-Shirt,https://socksandpizza.threadless.com/designs/socks-and-pizza-logo-red/womens/t-shirt/fitted?color=heavy_metal,,
107085,Drunk N Dinosaurderly,"{'pricecurrency': 'USD', 'pricevaliduntil': 'Oct. 29, 2023', 'availability': 'http://schema.org/InStock', 'price': '13', 'itemcondition': 'http://schema.org/NewCondition'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",drunk-n-dinosaurderly-mens-t-shirt-regular-slate,{'name': 'Burrito Goblin'},T-Shirt,https://burritogoblin.threadless.com/designs/drunk-n-dinosaurderly/mens/t-shirt/regular?color=slate,,
285001,Softer Hearts,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Oct. 26, 2023', 'price': '24', 'itemcondition': 'http://schema.org/NewCondition'}","The softest, coziest, most comfortable tee in your closet. This high-quality Bella + Canvas t-shirt puts a refined twist on a well-loved style giving you an updated unisex essential that fits like a well-loved favorite.",softer-hearts-mens-t-shirt-extra-soft-pacific_blue,{'name': 'The Emotional Archeologist'},T-Shirt,https://chelsbartell.threadless.com/designs/softer-hearts/mens/t-shirt/extra-soft?color=pacific_blue,,
231247,Odin's Eye!,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition', 'pricevaliduntil': 'Oct. 31, 2023'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",odins-eye-mens-t-shirt-regular-slate,{'name': 'Kid Beowulf Studio Store'},T-Shirt,https://kidb.threadless.com/designs/odins-eye/mens/t-shirt/regular?color=slate&size=medium,,
299388,Modern Warrior,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Oct. 26, 2023', 'price': '25', 'itemcondition': 'http://schema.org/NewCondition'}","An easy-wearing unisex fit makes the regular t-shirt perfect for every body, with combed ring spun cotton the shirt has a mid-weight fabric with an extra-comfortable touch. This is a staple shirt for every mood.",modern-warrior-womens-t-shirt-regular-unisex-fuchsia,"{'name': ""Emily's Artist Shop (all profits to organizations)""}",T-Shirt,https://etakara.threadless.com/designs/modern-warrior/womens/t-shirt/regular-unisex?color=fuchsia,,
205236,NO GOOD NEWS,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Nov. 3, 2023', 'itemcondition': 'http://schema.org/NewCondition', 'price': '22'}","This high-quality Bella+Canvas t-shirt puts a refined twist on a well-loved style. The Airlume combed, ring-spun cotton makes the extra soft tee live up to its name. 100% cotton (except Heathers)",no-good-news-womens-t-shirt-extra-soft-white,"{'name': ""Alex Pardee's BRIGHTMARES""}",T-Shirt,https://alexpardee.threadless.com/designs/no-good-news/womens/t-shirt/extra-soft?color=white&size=x-large,,
234179,Gnarly Kyrie,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Nov. 1, 2023', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition'}","The fitted t-shirt is an everyday staple. Features 100% preshrunk 32-single, 4.3 oz. Combed & Ring-spun cotton (Heathers contain some polyester).",gnarly-kyrie-womens-t-shirt-fitted-natural,"{'name': ""dukenny's Artist Shop""}",T-Shirt,https://dukenny.threadless.com/designs/gnarly-kyrie/womens/t-shirt/fitted?color=natural,,
109612,The Cake Eater | Dark,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition', 'pricevaliduntil': 'Oct. 31, 2023'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",the-cake-eater-dark-mens-t-shirt-regular-navy,{'name': 'The Quack Attack'},T-Shirt,https://thequackattack.threadless.com/designs/the-cake-eater-dark/mens/t-shirt/regular?color=navy,,
38555,"Sunflower, Skull, & Pool","{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition', 'pricevaliduntil': 'Oct. 31, 2023'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",sunflower-skull-pool-mens-t-shirt-regular-heather_grey,{'name': 'MY CHRISTMAS SHOP JONATHAN BROOKS'},T-Shirt,https://jonathanbrooks.threadless.com/designs/sunflower-skull-pool/mens/t-shirt/regular?color=heather_grey&size=small,,
328995,Mockery Cross,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Oct. 24, 2023', 'price': '19.50', 'itemcondition': 'http://schema.org/NewCondition'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",mockery-cross-mens-t-shirt-regular-royal_blue,{'name': 'Cromwave Autowerks'},T-Shirt,https://cromwave.threadless.com/designs/mockery-cross/mens/t-shirt/regular?color=royal_blue,,
75203,WHISKEY CHILD - Cool Cat,"{'pricecurrency': 'USD', 'pricevaliduntil': 'Oct. 29, 2023', 'availability': 'http://schema.org/InStock', 'price': '13', 'itemcondition': 'http://schema.org/NewCondition'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",whiskey-child-cool-cat-mens-t-shirt-regular-white,{'name': 'WhiskeyChild'},T-Shirt,https://whiskeychild.threadless.com/designs/whiskey-child-cool-cat,,
114950,Aim for the Moon,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Oct. 22, 2023', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition'}","The fitted t-shirt is an everyday staple. Features 100% preshrunk 32-single, 4.3 oz. Combed & Ring-spun cotton (Heathers contain some polyester).",aim-for-the-moon-womens-t-shirt-fitted-black,{'name': 'Tiny Wilderness'},T-Shirt,https://tinywilderness.threadless.com/designs/aim-for-the-moon/womens/t-shirt/fitted?color=black,,
88052,Scoville Encounters,"{'pricecurrency': 'USD', 'pricevaliduntil': 'Oct. 29, 2023', 'availability': 'http://schema.org/InStock', 'price': '13', 'itemcondition': 'http://schema.org/NewCondition'}","The fitted t-shirt is an everyday staple. Features 100% preshrunk 32-single, 4.3 oz. Combed & Ring-spun cotton (Heathers contain some polyester).",scoville-encounters-womens-t-shirt-fitted-black,{'name': '7 Pot Club'},T-Shirt,https://7potclub.threadless.com/designs/scoville-encounters/womens,,
140287,i95Stock Special-Edition Shirt,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'price': '22.02', 'pricevaliduntil': 'Oct. 30, 2023', 'itemcondition': 'http://schema.org/NewCondition'}","An easy-wearing unisex fit makes the regular t-shirt perfect for every body, with combed ring spun cotton the shirt has a mid-weight fabric with an extra-comfortable touch. This is a staple shirt for every mood.",i95stock-special-edition-shirt-womens-t-shirt-regular-unisex-black,{'name': 'Townsquare Merch'},T-Shirt,https://townsquaremedia.threadless.com/designs/i95stock-special-edition-shirt/womens/t-shirt/regular-unisex?color=black&size=large,,
69519,i'm a liar - the plush lion,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Oct. 24, 2023', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",im-a-liar-the-plush-lion-mens-t-shirt-regular-purple,{'name': 'monkey chow'},T-Shirt,https://monkeychowart.threadless.com/designs/im-a-liar-the-plush-lion/mens/t-shirt/regular?variation=front&color=purple,,
117399,Make your Mark!,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Nov. 4, 2023', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition'}","The fitted t-shirt is an everyday staple. Features 100% preshrunk 32-single, 4.3 oz. Combed & Ring-spun cotton (Heathers contain some polyester).",make-your-mark-womens-t-shirt-fitted-black,"{'name': ""alienmuffin's Artist Shop""}",T-Shirt,https://alienmuffin.threadless.com/designs/make-your-mark/womens,,
5398,Ball and Boy,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Oct. 27, 2023', 'price': '13', 'itemcondition': 'http://schema.org/NewCondition'}","The fitted t-shirt is an everyday staple. Features 100% preshrunk 32-single, 4.3 oz. Combed & Ring-spun cotton (Heathers contain some polyester).",ball-and-boy-womens-t-shirt-fitted-warm_grey,"{'name': ""Darabem's Artist Shop. Darabem Collection""}",T-Shirt,https://darabem.threadless.com/designs/ball-and-boy/womens/t-shirt/fitted?color=warm_grey,,
278290,#DefineYourself Black,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Oct. 27, 2023', 'price': '13', 'itemcondition': 'http://schema.org/NewCondition'}","The fitted t-shirt is an everyday staple. Features 100% preshrunk 32-single, 4.3 oz. Combed & Ring-spun cotton (Heathers contain some polyester).",defineyourself-black-womens-t-shirt-fitted-black,{'name': '#DefineYourself Shop'},T-Shirt,https://dfysshop.threadless.com/designs/defineyourself-black/womens,,
209020,Power Dog's Sweet Face,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Oct. 24, 2023', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition'}","This custom printed kids t-shirt is 100% cotton with the exception of heathers (heather grey, for example, is 90% cotton, 10% polyester) Fabric laundered. Set-in 1x1 inch collar. Satin label",power-dogs-face-kids-t-shirt-white,{'name': 'Power Dog Adventures Merch'},T-Shirt,https://powerdog.threadless.com/designs/power-dogs-face/kids/t-shirt?color=white,,
48944,CISPICIOUS,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Oct. 27, 2023', 'price': '13', 'itemcondition': 'http://schema.org/NewCondition'}","An everyday staple, the regular t-shirt is the workhorse of your wardrobe. An easy-wearing unisex fit makes the regular tee perfect for every body, and with combed ring spun cotton they have mid-weight fabric & an extra-comfortable feel.",cispicious-1-mens-t-shirt-regular-navy,{'name': 'uppercaseCHASE1'},T-Shirt,https://uppercasechase.threadless.com/designs/cispicious-1/mens/t-shirt/regular?color=navy,,
106267,Security,"{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition', 'pricevaliduntil': 'Oct. 25, 2023'}","This custom printed kids t-shirt is 100% cotton with the exception of heathers (heather grey, for example, is 90% cotton, 10% polyester) Fabric laundered. Set-in 1x1 inch collar. Satin label",security-kids-t-shirt-white,"{'name': ""Hogwash's Artist Shop""}",T-Shirt,https://hogwash.threadless.com/designs/security/kids/t-shirt?color=white&size=large,,
17299,"Via Crucis, The Way of the Cross","{'pricecurrency': 'USD', 'availability': 'http://schema.org/InStock', 'pricevaliduntil': 'Nov. 3, 2023', 'price': '22.95', 'itemcondition': 'http://schema.org/NewCondition'}","The fitted t-shirt is an everyday staple. Features 100% preshrunk 32-single, 4.3 oz. Combed & Ring-spun cotton (Heathers contain some polyester).",via-crucis-the-way-of-the-cross-womens-t-shirt-fitted-red,{'name': 'Catholic Metal Merch'},T-Shirt,https://catholicmetal.threadless.com/designs/via-crucis-the-way-of-the-cross/womens/t-shirt/fitted?color=red&size=small,,
