row_id,name,description,genre,contentrating,keywords,page_url,director,aggregaterating,duration,actor,datepublished,review,trailer,musicby,creator,countryoforigin,datecreated,inlanguage,subtitlelanguage,releasedevent,publisher,producer,url,offers,image,author,datemodified,alternatename,identifier,contentlocation,reviewbody,title,sameas,tag,editor
2979,Angel's Perch,A man returns to his Appalachian hometown to face his grandmother's Alzheimer's disease and discovers that his painful memories are holding him back.,Drama,TV-14,,https://tubitv.com/movies/349286/angel-s-perch?start=true,{'name': 'Charles Haine'},,PT1H35M59S,"[{'name': 'Joyce Van Patten'}, {'name': 'Homer Hunter'}, {'name': 'Ellen Crawford'}, {'name': 'Elisabeth Hower'}, {'name': ""Conor O'Farrell""}, {'name': 'Jesse Sharp'}, {'name': 'Michael Holstine'}, {'name': 'Ashley Jones'}, {'name': 'J.T. Arbogast'}, {'name': 'Ally Walker'}]",,,,,,,2013-01-01T00:00:00.000Z,,,{'startdate': '2013-01-01T00:00:00.000Z'},,,,,,,,,,,,,,,
981,Continental Drift (South),"Nathalie Adler is on a mission for the EU in Sicily. She organizes the next visit of Macron and Merkel to a migrant camp. Their presence has a high symbolic value to show that everything is under control. But who still wants to believe in this European family on the verge of a nervous breakdown? Probably not Albert, Nathalie&apos;s son, an NGO activist who arrives without ... Read all",Drama,,"['year 2020', 'sicily', 'sicily italy']",https://tvonic.com/movie/continental-drift-south-2022,{'name': 'Lionel Baier'},,,"[{'name': 'Théodore Pellerin'}, {'name': 'Isabelle Carré'}, {'name': 'Ursina Lardi'}]","Aug 24, 2022",,,,,"[{'name': 'Switzerland'}, {'name': 'France'}]",,,,,,,,,,,,,,,,,,,
5981,Someone to Remember,,Drama,,,https://prod-www.tcm.com/tcmdb/title/90750/someone-to-remember,"[{'name': 'Phil Ford'}, {'name': 'Robert Siodmak'}]",,PT1M20S,"[{'name': 'Jesse Graves'}, {'name': 'Georgia Davis'}, {'name': 'Henri De Soto'}, {'name': 'John Good'}, {'name': 'Edward Earle'}, {'name': 'George Reed'}, {'name': 'Virginia Brissac'}, {'name': 'Dorothy Morris'}, {'name': 'Frank Jaquet'}, {'name': 'Harry Shannon'}, {'name': 'Jimmy Butler'}, {'name': 'Edward Keane'}, {'name': 'Tom Seidel'}, {'name': 'Ada Ellis'}, {'name': 'Michael Owen'}, {'name': 'Mabel Paige'}, {'name': 'James Carlisle'}, {'name': 'Leona Maricle'}, {'name': 'Russell Hicks'}, {'name': 'Vera Lewis'}, {'name': 'Peter Lawford'}, {'name': 'Flo Buzby'}, {'name': 'Harry Bradley'}, {'name': 'Charles Dingle'}, {'name': 'Leo White'}, {'name': ""Broderick O'farrell""}, {'name': 'Chester Clute'}, {'name': 'Lynette Bryant'}, {'name': 'Wilbur Mack'}, {'name': 'Richard Crane'}, {'name': 'David Bacon'}, {'name': 'Susan Levine'}, {'name': 'George Lessey'}, {'name': 'Buz Buckley'}, {'name': 'Madeline Grey'}, {'name': 'John Craven'}, {'name': 'Selmer Jackson'}, {'name': 'Irene Shirley'}, {'name': 'Elizabeth Dunne'}, {'name': 'Ann Evers'}]",,,,,,,1943,,,,"{'alternatename': 'TCM', 'name': 'Turner Classic Movies'}",,,,,,,,,,,,,,
2184,Prancer,"Jessica Riggs is struggling to get over the recent death of her mother due to an unknown illness. To help herself cope, Jessica immerses herself in her love of Christmas. Jessica is so in love with Christmas that she listens to Christmas music all year. Jessica’s father Jon is struggling to raise Jessica after the death of his wife, and he talks about sending her to live with his sister Sarah. Jessica overhears this conversation, and she runs off into the woods. She then comes across a reindeer, Prancer. Prancer gets shot by a hunter, and he lets Jessica take him into a barn to nurse him back to health. Jessica enlists the help of cranky old veterinarian Dr. Orel Benton to nurse Prancer back to health. She also tells the Santa at the local mall, who tells his friend at the paper about Jessica and Prancer. When he writes an editorial about it, Jon finds out his daughter’s secret. He suggests they take Prancer out to Antler Ridge, where he can rejoin Santa Claus and the rest of the reindeer.",Drama,G,,https://www.dvdsreleasedates.com/movies/1806/Prancer-(1989).html,{'name': 'John D. Hancock'},"{'bestrating': '5', 'ratingvalue': '3.7', 'worstrating': '0', 'ratingcount': '3'}",,"[{'name': 'Michael Constantine'}, {'name': 'Sam Elliott'}, {'name': 'Johnny Galecki'}, {'name': 'Rebecca Harrell Tickell'}, {'name': 'Cloris Leachman'}, {'name': 'John Duda'}, {'name': 'Ariana Richards'}, {'name': 'Rutanya Alda'}, {'name': 'Abe Vigoda'}, {'name': 'Mark Rolston'}]",1989-11-17,,,,,,,,,,,{'name': 'Raffaella De Laurentiis'},,,,,,,,,,,,,
11760,Il Pentito,,Drama,,,https://prod-www.tcm.com/tcmdb/title/490909/il-pentito,{'name': 'Pasquale Squitieri'},,PT1M33S,"[{'name': 'Tony Musante'}, {'name': 'Erik Estrada'}, {'name': 'Franco Nero'}, {'name': 'Rita Cecchi Gori'}, {'name': 'Max Von Sydow'}, {'name': 'Claudine Auger'}]",,,,,,,1985,,,,"{'alternatename': 'TCM', 'name': 'Turner Classic Movies'}",,,,,,,,,,,,,,
6213,"['Jordan Nahmias', 'Laysla De Oliveira', 'Daniel L. Goldenberg', 'Mouna Traoré', 'Giacomo Gianniotti', 'Rachel Skarsten', 'Aidan Shipley', 'Paul Golini', 'Aidan Kahn', 'Parveen Kaur', 'Natty Zavitz', ""James O'Donnell"", 'Raymond Ablack', 'Stephanie Sonny Hooker', 'Peter Harvey', 'Jonathan Keltz', 'Adelaide Kane', 'Acquainted (2019)', 'David Miller']","['Jesse', 'Alex', 'Executive Producer', 'Producer', 'Michelle', 'Alana', 'Cheri', 'Allan', ""After old acquaintances run into each other at a bar, they each begin seeing each other and question their own respective long-term relationships.Acquainted featuring Giacomo Gianniotti and Laysla De Oliveira is free on Tubi, free on PlutoTV, free on Freevee (Via Prime Video), and 8 others. It's a drama movie with an average IMDb audience rating of 5.5 (332 votes) and was met with mixed reviews by critics."", 'Writer', 'Emma', 'Director', 'Claire', 'Drew']",Drama,13+ (PG-13),,https://reelgood.com/movie/acquainted-2019,,"{'ratingexplanation': 'The Reelgood Score takes into account audience and critics scores from IMDb and critic sentiment, recent popularity, and other quality markers like genres or cast & crew to help you find what to watch.', 'bestrating': '100', 'ratingvalue': '51', 'ratingcount': '332'}",PT1H41M,,,,,,,,2019-04-05T00:00:00.000Z,,,,,,"['https://reelgood.com/person/laysla-de-oliveira-1970', 'https://reelgood.com/person/giacomo-gianniotti-1989', 'https://reelgood.com/person/natty-zavitz-1970', 'https://reelgood.com/person/jonathan-keltz-1988', 'https://reelgood.com/person/rachel-skarsten-1985', 'https://reelgood.com/person/peter-harvey-1970', 'https://reelgood.com/person/daniel-l-goldenberg', 'https://reelgood.com/person/jordan-nahmias', 'https://reelgood.com/person/aidan-shipley', 'https://reelgood.com/person/james-odonnell-1', 'https://reelgood.com/person/stephanie-sonny-hooker', 'https://reelgood.com/person/adelaide-kane-1990', 'https://reelgood.com/person/david-miller', 'https://reelgood.com/person/aidan-kahn-1970', 'https://reelgood.com/person/mouna-traore-1970', 'https://reelgood.com/person/raymond-ablack-1989', 'https://reelgood.com/movie/acquainted-2019', 'https://reelgood.com/person/paul-golini', 'https://reelgood.com/person/parveen-kaur-1970']","[{'name': 'Acquainted SD purchase', 'price': '7.99', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.aabb21c7-a124-7c8b-fd85-958d7ad6c53b?tag=reelgood060d-20', 'pricecurrency': 'USD'}, {'price': '9.99', 'pricecurrency': 'USD', 'url': 'https://tv.apple.com/us/movie/umc.cmc.4b2jn2nsbarqd8muxm96s2wgw?itsct=reelgood_tv&itscg=30200&at=1010layx', 'name': 'Acquainted HD purchase'}, {'name': 'Acquainted SD purchase', 'url': 'https://www.vudu.com/content/movies/details/content/1517313', 'price': '7.99', 'pricecurrency': 'USD'}, {'price': '12.99', 'name': 'Acquainted SD purchase', 'url': 'https://play.google.com/store/movies/details/Acquainted?gl=US&hl=en&id=CCZVFFiLoqs.P&PAffiliateID=1101l32vn', 'pricecurrency': 'USD'}, {'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.aabb21c7-a124-7c8b-fd85-958d7ad6c53b?tag=reelgood060d-20', 'name': 'Acquainted HD rent', 'price': '3.99', 'pricecurrency': 'USD'}, {'url': 'https://www.vudu.com/content/movies/details/content/1517313', 'price': '9.99', 'pricecurrency': 'USD', 'name': 'Acquainted HD purchase'}, {'name': 'Acquainted SD rent', 'price': '4.99', 'url': 'https://tv.apple.com/us/movie/acquainted/umc.cmc.4b2jn2nsbarqd8muxm96s2wgw?playableId=tvs.sbd.9001%3A1541915577', 'pricecurrency': 'USD'}, {'name': 'Acquainted SD purchase', 'price': '8.99', 'url': 'https://tv.apple.com/us/movie/acquainted/umc.cmc.4b2jn2nsbarqd8muxm96s2wgw?playableId=tvs.sbd.9001%3A1541915577', 'pricecurrency': 'USD'}, {'price': '2.99', 'name': 'Acquainted SD rent', 'url': 'https://www.vudu.com/content/movies/details/content/1517313', 'pricecurrency': 'USD'}, {'name': 'Acquainted HD rent', 'url': 'https://play.google.com/store/movies/details/Acquainted?gl=US&hl=en&id=CCZVFFiLoqs.P&PAffiliateID=1101l32vn', 'price': '3.99', 'pricecurrency': 'USD'}, {'price': '9.99', 'pricecurrency': 'USD', 'url': 'https://tv.apple.com/us/movie/acquainted/umc.cmc.4b2jn2nsbarqd8muxm96s2wgw?playableId=tvs.sbd.9001%3A1541915577', 'name': 'Acquainted HD purchase'}, {'price': '2.99', 'name': 'Acquainted SD rent', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.aabb21c7-a124-7c8b-fd85-958d7ad6c53b?tag=reelgood060d-20', 'pricecurrency': 'USD'}, {'name': 'Acquainted HD rent', 'price': '4.99', 'url': 'https://tv.apple.com/us/movie/acquainted/umc.cmc.4b2jn2nsbarqd8muxm96s2wgw?playableId=tvs.sbd.9001%3A1541915577', 'pricecurrency': 'USD'}, {'pricecurrency': 'USD', 'price': '14.99', 'url': 'https://play.google.com/store/movies/details/Acquainted?gl=US&hl=en&id=CCZVFFiLoqs.P&PAffiliateID=1101l32vn', 'name': 'Acquainted HD purchase'}, {'price': '9.99', 'pricecurrency': 'USD', 'url': 'https://www.amazon.com/gp/video/detail/amzn1.dv.gti.aabb21c7-a124-7c8b-fd85-958d7ad6c53b?tag=reelgood060d-20', 'name': 'Acquainted HD purchase'}, {'name': 'Acquainted HD rent', 'url': 'https://www.vudu.com/content/movies/details/content/1517313', 'price': '3.99', 'pricecurrency': 'USD'}, {'price': '2.99', 'name': 'Acquainted SD rent', 'url': 'https://play.google.com/store/movies/details/Acquainted?gl=US&hl=en&id=CCZVFFiLoqs.P&PAffiliateID=1101l32vn', 'pricecurrency': 'USD'}]",,,,,,,,,,,
2810,Videodrome - A Síndrome do Vídeo,"Max Renn (James Woods), dono de uma pequena emissora de televisão a cabo, capta imagens de pessoas torturadas e mortas. Logo ele descobre que a transmissão se chama Videodrome, é gerada em Pittsburgh e é muito mais que um mórbido show. Trata-se de um experimento que usa a televisão para alterar permanentemente as percepções das pessoas, causando sérios danos no cérebro.",Drama,,,https://www.adorocinema.com/filmes/filme-6055/,{'name': 'David Cronenberg'},"{'bestrating': '5', 'worstrating': '0,5', 'reviewcount': '3', 'ratingcount': '40', 'ratingvalue': '3,1'}",PT01H28M00S,"[{'name': 'James Woods'}, {'name': 'Peter Dvorsky'}, {'name': 'Sonja Smits'}, {'name': 'Deborah Harry'}]",,,"{'name': 'Videodrome - A Síndrome do Vídeo Trailer Original', 'description': 'Videodrome - A Síndrome do Vídeo Trailer Original', 'duration': 'PT00H01M55S', 'uploaddate': '2013-06-04'}",{'name': 'Howard Shore'},{'name': 'David Cronenberg'},,,,,,,,,,,,,,,,,,,,
2623,Britney para Sempre,,Drama,,,https://www.adorocinema.com/filmes/filme-249693/trailer-19553467/,{'name': 'Leslie Libman'},"{'ratingcount': '9', 'ratingvalue': '2,7', 'bestrating': '5', 'worstrating': '0,5', 'reviewcount': '2'}",PT02H00M00S,"[{'name': 'Clayton James'}, {'name': 'Nathan Keyes'}, {'name': 'Peter Benson'}, {'name': 'Natasha Bassett'}]",,,,,,,,,,,,,,,,,,,,,,,,,
590,Matewan,"Hacia 1920, las minas de carbón de Virginia del Oeste están controladas por poderosas compañías que pagan salarios muy bajos para que los precios sean competitivos. La mano de obra está formada por inmigrantes negros del sur. Cuando los mineros de Matewan se declaran en huelga, la desesperación y la violencia no tardan en aparecer. (FILMAFFINITY)",Drama,,,https://www.filmaffinity.com/es/film646512.html,{'name': 'John Sayles'},"{'worstrating': '1', 'ratingvalue': '7.2', 'reviewcount': '2', 'ratingcount': '413', 'bestrating': '10'}",132 min.,"[{'name': 'Bob Gunton'}, {'name': 'David Strathairn'}, {'name': 'Ken Jenkins'}, {'name': 'John Sayles'}, {'name': 'Chris Cooper'}, {'name': 'Joe Grifasi'}, {'name': 'Josh Mostel'}, {'name': 'Will Oldham'}, {'name': 'James Earl Jones'}, {'name': 'Kevin Tighe'}, {'name': 'Mary McDonnell'}]",1987,,,,,,,,,,,,,,,,,,,,,,,,
1638,Too Many Thieves,"When some priceless Macedonian treasures are swiped, lawyer Falk arrives to get to the bottom of things.",Drama,,,https://www.netflix-movies.com/movie/329008/too-many-thieves,{'name': 'Abner Biberman'},"{'worstrating': '1', 'ratingcount': '2', 'bestrating': '10', 'ratingvalue': '4.5'}",,"[{'name': 'Elaine Stritch'}, {'name': 'Nehemiah Persoff'}, {'name': 'Joanna Barnes'}, {'name': 'David Carradine'}, {'name': 'Pierre Olaf'}, {'name': 'Ludwig Donath'}, {'name': 'George Coulouris'}, {'name': 'Bill Anderson'}, {'name': 'Britt Ekland'}, {'name': 'Peter Falk'}]",1966-10-13,,,,,,,,,,,,https://www.netflix-movies.com/movie/329008/too-many-thieves,,https://image.tmdb.org/t/p/w500/eFO50XEpX4kdSeRnt7PhML7nnt3.jpg,,1966-10-13,,,,,,,,
2289,Aria,"Ten groundbreaking directors were given a free hand in this omnibus film. Their only requirement: Each short film had to be based on an operatic aria. By turns dreamlike, funny, moving and erotic, the segments range wildly in tone, texture and setting. The directors include Robert Altman, Jean-Luc Godard, Ken Russell and Charles Sturridge. The actors include Bridget Fonda in her film debut and Elizabeth Hurley.",Drama,R,,https://dvd.netflix.com/Movie/Aria/263784,"[{'name': 'Robert Altman'}, {'name': 'Bruce Beresford'}, {'name': 'Jean-Luc Godard'}]","{'ratingvalue': '2.6048', 'reviewcount': '38723'}",PT1H31M,"[{'name': 'Stephanie Lane'}, {'name': 'Tilda Swinton'}, {'name': 'John Hurt'}, {'name': 'Bridget Fonda'}, {'name': 'Beverly D&#39;Angelo'}, {'name': 'Sevilla Delofski'}, {'name': 'Theresa Russell'}, {'name': 'Ruth Halliday'}, {'name': 'Dennis Holmes'}, {'name': 'Arthur Cox'}, {'name': 'Paul Brightwell'}, {'name': 'Roy Hyatt'}, {'name': 'Frank Baker'}, {'name': 'Elizabeth Hurley'}]",,,,,,,1987,{'name': 'English: Dolby Digital 2.0 Stereo'},{'name': 'None'},,,,,,,,,,,,,,,,
